deflatortype,Deflators,year
KN 2000,0.658354072,
CN 2007,0.658370158,
UA 2015,0.658968016,
AX 1999,0.65950165,
FI 1999,0.65950165,
JM 2001,0.660158108,
SV 2001,0.660343755,
GD 2001,0.660828345,
PW 2004,0.661082837,
YE 2009,0.661177566,
BB 2001,0.66121651,
HN 2005,0.661458348,
SC 2001,0.661751287,
AL 2003,0.661756334,
DO 2000,0.662427394,
WS 2004,0.662671284,
LT 2004,0.66307272,
UA 2005,0.663323474,
KH 2006,0.663444276,
SC 2000,0.663802778,
PR 2002,0.664687075,
BT 2002,0.665197754,
CY 1999,0.665560548,
CF 2006,0.665587941,
ER 2014,0.665683981,
KE 2008,0.66585077,
DO 2001,0.666623798,
BW 1999,0.666849565,
ML 2006,0.666920759,
LY 2016,0.666976075,
MH 2000,0.667463958,
LV 2005,0.66779028,
ID 2006,0.667816536,
IE 2002,0.6682778,
SD 1999,0.668600163,
EC 2007,0.668920342,
CU 2003,0.669392705,
BB 1999,0.66968432,
RS 2003,0.669971967,
KR 2000,0.67000615,
BH 2004,0.670483983,
BO 2008,0.670879958,
UG 2000,0.670882805,
LK 2007,0.670947646,
TV 2004,0.671324262,
CD 2009,0.6714141,
GH 2006,0.671491127,
SG 2000,0.671875881,
PW 2001,0.67216087,
TZ 2006,0.672191412,
GA 2004,0.672732167,
TZ 2002,0.67280276,
AG 2001,0.673147835,
PL 2003,0.67331755,
BV 2003,0.67344281,
NO 2003,0.67344281,
SJ 2003,0.67344281,
SL 2001,0.673565233,
ST 2010,0.67366073,
EG 2002,0.673915363,
AW 1999,0.674025608,
BG 2005,0.674630781,
VU 2005,0.674892714,
EU Institutions 1999,0.67492352,
SV 2002,0.674941311,
NP 2008,0.675609016,
MR 2004,0.676230719,
TZ 2003,0.67631669,
CR 2007,0.676388894,
SI 2001,0.67649705,
Total DAC 2001,0.67649705,
MH 2003,0.676922861,
IN 2004,0.67699359,
MG 2003,0.677496291,
ZW 2011,0.679434553,
AU 2004,0.67945996,
CX 2004,0.67945996,
CC 2004,0.67945996,
HM 2004,0.67945996,
NF 2004,0.67945996,
CD 2007,0.680185008,
OM 2005,0.680341243,
CG 2004,0.680550716,
MM 2007,0.680574247,
MU 2000,0.680915649,
GT 2008,0.680981032,
PS 2007,0.681270118,
SR 2005,0.681325073,
JM 2004,0.681363221,
FM 2008,0.682217022,
PR 2001,0.68282404,
CR 2009,0.682844012,
PE 2005,0.683331137,
LI 2003,0.68358768,
CH 2003,0.68358768,
LY 2001,0.684738868,
UG 2004,0.68483274,
SC 1999,0.685143685,
KE 2009,0.685153096,
TZ 2001,0.68536841,
GD 2004,0.685738715,
SE 2002,0.6858178,
FJ 2009,0.685897624,
AE 2005,0.685990381,
SK 2004,0.68608999,
GD 1999,0.686225168,
CU 2004,0.68628183,
SG 2004,0.686525013,
TM 2005,0.686736733,
JM 2002,0.688030552,
PR 2003,0.688113921,
ET 2007,0.688270852,
AW 2001,0.688593715,
BB 2002,0.688742127,
AF 2004,0.68925471,
TV 2005,0.690138211,
ZW 2013,0.690420011,
GN 2006,0.690598639,
QA 2004,0.690625557,
ZW 2014,0.691295326,
SL 2004,0.691335112,
ZW 2015,0.691441014,
BJ 2003,0.691592557,
AS 1999,0.6916354,
AQ 1999,0.6916354,
GU 1999,0.6916354,
MP 1999,0.6916354,
UM 1999,0.6916354,
US 1999,0.6916354,
VI 1999,0.6916354,
BB 2000,0.691696779,
PA 2007,0.692244325,
GD 2000,0.692596844,
GT 2010,0.692793698,
BI 2008,0.692960894,
MA 2002,0.693016383,
EH 2002,0.693016383,
KE 2011,0.693297079,
TO 2005,0.693396653,
BD 2010,0.693443981,
LB 2007,0.693531285,
PW 2006,0.693808071,
GY 2007,0.693919199,
UZ 2001,0.693994248,
ZW 2010,0.694320791,
TZ 2004,0.694465808,
SG 2005,0.69454703,
MA 2001,0.694840493,
EH 2001,0.694840493,
SV 2003,0.694852021,
MK 2004,0.695422516,
DO 2002,0.695443679,
MV 2008,0.695682782,
BT 2003,0.695805292,
CA 2003,0.69590695,
EE 2006,0.696524827,
MY 2004,0.696853738,
KN 2004,0.697295209,
MA 2000,0.697322645,
EH 2000,0.697322645,
PG 2006,0.697414711,
BF 2003,0.698121286,
CZ 2004,0.69870116,
HN 2006,0.699150329,
ZW 2016,0.699276111,
PK 2006,0.699692293,
SE 2000,0.69999773,
ZM 2005,0.700230357,
AD 1999,0.70023134,
FR 1999,0.70023134,
GF 1999,0.70023134,
PF 1999,0.70023134,
TF 1999,0.70023134,
GP 1999,0.70023134,
MQ 1999,0.70023134,
YT 1999,0.70023134,
MC 1999,0.70023134,
NC 1999,0.70023134,
RE 1999,0.70023134,
BL 1999,0.70023134,
MF 1999,0.70023134,
PM 1999,0.70023134,
WF 1999,0.70023134,
GD 2002,0.700259489,
MH 2004,0.700649148,
SI 2002,0.70074187,
Total DAC 2002,0.70074187,
MH 2001,0.701231868,
GN 1999,0.701240956,
WS 2005,0.701561219,
KR 2003,0.70168636,
ME 2006,0.701963137,
CI 2004,0.701983207,
UG 1999,0.702127779,
CK 2004,0.7027259,
NZ 2004,0.7027259,
NU 2004,0.7027259,
TK 2004,0.7027259,
TZ 1999,0.703051697,
AR 2007,0.703122181,
RW 2000,0.703468094,
MH 2002,0.704065197,
MO 2015,0.704412796,
PW 2005,0.704547305,
FJ 2004,0.705067152,
GH 2009,0.705284062,
TZ 2000,0.705504659,
BB 2003,0.706053082,
IS 2010,0.70698816,
AS 2000,0.70709697,
AQ 2000,0.70709697,
GU 2000,0.70709697,
MP 2000,0.70709697,
UM 2000,0.70709697,
US 2000,0.70709697,
VI 2000,0.70709697,
MM 2000,0.707361775,
MN 2007,0.707485938,
CM 2003,0.70759809,
GE 2005,0.707793858,
IR 2005,0.708091847,
SV 2004,0.709007493,
PR 2005,0.709219865,
SS 2017,0.709328697,
HR 2003,0.709505524,
MT 2004,0.710344815,
KM 2003,0.710403275,
GD 2006,0.710610082,
ST 2008,0.710828919,
SA 2006,0.711063018,
KH 2007,0.711286416,
LR 2007,0.711363364,
BY 2004,0.711706529,
NG 2004,0.712482666,
AG 1999,0.712693755,
TZ 2005,0.712741023,
SI 2000,0.71282483,
Total DAC 2000,0.71282483,
VU 2006,0.712977459,
ZA 2003,0.713168482,
SB 2010,0.713284725,
BD 2012,0.713707654,
PW 2009,0.714074789,
PH 2006,0.714178074,
GY 2008,0.714285924,
IL 2007,0.71494537,
CI 2005,0.715662917,
CR 2008,0.715775822,
IS 2003,0.71616178,
RW 2005,0.716219766,
VC 2000,0.716335171,
GR 1999,0.71646244,
PA 2009,0.716504886,
KE 2010,0.716580401,
BN 2005,0.716613247,
LA 2010,0.717359235,
AW 2002,0.717432968,
EG 2006,0.717591213,
KI 2004,0.717624936,
LT 2005,0.717804813,
AR 2009,0.71784582,
UZ 2005,0.717984841,
NR 2007,0.718635069,
SN 2003,0.719239603,
LC 2009,0.71929332,
TT 2003,0.719437695,
AG 2002,0.72050644,
BO 2010,0.720604922,
LU 2004,0.72077527,
CK 2006,0.72141877,
NZ 2006,0.72141877,
NU 2006,0.72141877,
TK 2006,0.72141877,
EE 2009,0.721617832,
TJ 2004,0.721826479,
ZW 2012,0.722103606,
DE 1999,0.7222041,
AS 2001,0.72260656,
AQ 2001,0.72260656,
GU 2001,0.72260656,
MP 2001,0.72260656,
UM 2001,0.72260656,
US 2001,0.72260656,
VI 2001,0.72260656,
AW 2000,0.722816435,
SL 2003,0.722994744,
AM 2005,0.723710927,
CU 2005,0.724263475,
VN 2008,0.724416146,
LS 2003,0.72473024,
ER 2015,0.725158127,
PW 2007,0.725208968,
BG 2006,0.725254717,
VC 1999,0.725463963,
XK 2001,0.725479143,
HU 2003,0.72548502,
LY 2014,0.725541476,
IN 2005,0.725687285,
LC 2006,0.726173689,
GQ 2016,0.726816103,
JO 2008,0.726895009,
GW 2007,0.727716895,
SA 2009,0.727808686,
UG 2005,0.727868755,
PW 2008,0.728077762,
KH 2009,0.728313848,
TJ 2005,0.728390259,
AT 2003,0.72840912,
SS 2024,0.729092907,
PY 2007,0.729131778,
AG 2009,0.729473671,
AO 2005,0.72953008,
BT 2004,0.730072679,
PA 2008,0.730206058,
DM 2002,0.730280842,
BI 2009,0.730374888,
SK 2005,0.73052306,
IQ 2007,0.730877084,
KN 2005,0.731485981,
PK 2007,0.731580026,
MK 2005,0.731693379,
WS 2006,0.731817462,
NE 2005,0.732833677,
BD 2011,0.732962959,
CI 2006,0.733036033,
VN 2009,0.733212264,
YE 2008,0.733850244,
AS 2002,0.73403636,
AQ 2002,0.73403636,
GU 2002,0.73403636,
MP 2002,0.73403636,
UM 2002,0.73403636,
US 2002,0.73403636,
VI 2002,0.73403636,
CG 2015,0.734141808,
JO 2009,0.734888269,
UY 2009,0.735303875,
AU 2005,0.73567059,
CX 2005,0.73567059,
CC 2005,0.73567059,
HM 2005,0.73567059,
NF 2005,0.73567059,
MH 2005,0.736159206,
BS 2001,0.736442155,
IS 2012,0.73692867,
SS 2019,0.737240755,
MD 2015,0.737298858,
NI 2002,0.737301815,
MH 2006,0.737726051,
SI 1999,0.73789686,
Total DAC 1999,0.73789686,
ET 2011,0.737986053,
FJ 2005,0.738125,
PR 2004,0.738250854,
CF 2007,0.738364644,
TT 2004,0.738465867,
SL 2005,0.738965813,
TZ 2007,0.739035817,
GD 2003,0.740488107,
TH 2009,0.740654492,
UA 2009,0.741089785,
TH 2007,0.741463916,
BB 2004,0.741556528,
LI 2004,0.74195319,
CH 2004,0.74195319,
JM 2005,0.742247718,
HN 2007,0.742825844,
CO 2005,0.743444155,
KR 2009,0.74403479,
SD 2000,0.744106598,
AX 2003,0.74442121,
FI 2003,0.74442121,
SS 2023,0.744551933,
AG 2000,0.744578962,
FM 2009,0.744585481,
MX 1999,0.744673024,
BS 2000,0.744742781,
BF 2004,0.745041111,
BS 2003,0.745093592,
DM 2001,0.74517649,
LB 2008,0.74531353,
NI 2003,0.745545897,
CN 2008,0.745820711,
LI 2005,0.74586833,
CH 2005,0.74586833,
ST 2011,0.745896432,
MT 2005,0.745944272,
DM 1999,0.746315494,
MV 2012,0.747254098,
MU 2003,0.747426267,
DM 2000,0.747509993,
AS 2003,0.74766835,
AQ 2003,0.74766835,
GU 2003,0.74766835,
MP 2003,0.74766835,
UM 2003,0.74766835,
US 2003,0.74766835,
VI 2003,0.74766835,
SZ 2003,0.747701615,
BE 2003,0.74802864,
KI 2006,0.748517497,
CG 2017,0.748564537,
BV 2004,0.74869,
NO 2004,0.74869,
SJ 2004,0.74869,
LY 1999,0.748782402,
UA 2016,0.748998208,
AG 2003,0.749122688,
PE 2006,0.749280788,
BW 2009,0.749447248,
DM 2005,0.749647881,
CW 2003,0.74991055,
DK 2003,0.74991055,
FO 2003,0.74991055,
GL 2003,0.74991055,
SX 2003,0.74991055,
CZ 2005,0.75003776,
ID 2007,0.750448391,
MH 2008,0.750639496,
CL 2009,0.750718311,
MY 2005,0.750851603,
NE 2006,0.751031572,
LU 2005,0.75113774,
PT 2003,0.75151596,
TV 2006,0.752184765,
ML 2007,0.752274026,
SG 2006,0.752339529,
PL 2004,0.75234507,
KR 2004,0.75238502,
SD 2001,0.752539176,
SV 2005,0.752577507,
PR 2006,0.752584844,
RS 2004,0.752860751,
GY 2009,0.753176277,
MD 2008,0.753405993,
BD 2013,0.753590148,
HK 2009,0.754145435,
EC 2009,0.754361493,
MU 2005,0.754491042,
CD 2010,0.754897152,
UG 2006,0.755052384,
MA 1999,0.755196927,
EH 1999,0.755196927,
CN 2009,0.755272967,
CG 2016,0.75557655,
UY 2008,0.755844071,
PG 2007,0.755869296,
FJ 2006,0.756401393,
DZ 2004,0.756658442,
CD 2008,0.756820909,
LI 2006,0.75687289,
CH 2006,0.75687289,
XK 2006,0.75712369,
PK 2009,0.757176988,
CU 2009,0.757600157,
TT 2009,0.758360909,
KN 2006,0.758592023,
SC 2003,0.758728242,
TV 2009,0.758817848,
SC 2002,0.759021917,
AG 2004,0.759111209,
BS 1999,0.759159529,
MT 2006,0.759466427,
LC 2008,0.759802096,
CK 2009,0.76053825,
NZ 2009,0.76053825,
NU 2009,0.76053825,
TK 2009,0.76053825,
VN 2010,0.760736474,
IL 2009,0.760801105,
FJ 2010,0.76092964,
BH 2005,0.761063843,
RO 2006,0.761123806,
TR 2002,0.761187462,
XK 2004,0.761657859,
MR 2005,0.761901636,
PW 2010,0.762288536,
GD 2009,0.762672896,
BR 2006,0.76286587,
KW 2016,0.763016258,
SA 2007,0.763473493,
AU 2006,0.76369826,
CX 2006,0.76369826,
CC 2006,0.76369826,
HM 2006,0.76369826,
NF 2006,0.76369826,
LV 2006,0.76446072,
XK 2005,0.764462096,
VA 2003,0.76479015,
IT 2003,0.76479015,
CK 2005,0.76484496,
NZ 2005,0.76484496,
NU 2005,0.76484496,
TK 2005,0.76484496,
VC 2001,0.764859266,
SE 1999,0.76488552,
JM 2009,0.765358566,
AI 2001,0.76548083,
BM 2001,0.76548083,
IO 2001,0.76548083,
KY 2001,0.76548083,
FK 2001,0.76548083,
GI 2001,0.76548083,
GG 2001,0.76548083,
IM 2001,0.76548083,
JE 2001,0.76548083,
MS 2001,0.76548083,
PN 2001,0.76548083,
SH 2001,0.76548083,
GS 2001,0.76548083,
TC 2001,0.76548083,
GB 2001,0.76548083,
VG 2001,0.76548083,
GH 2007,0.765584257,
TO 2006,0.765811448,
MK 2006,0.765963821,
BS 2002,0.766200144,
HT 2007,0.766479984,
AS 2004,0.76779705,
AQ 2004,0.76779705,
GU 2004,0.76779705,
MP 2004,0.76779705,
UM 2004,0.76779705,
US 2004,0.76779705,
VI 2004,0.76779705,
BW 2003,0.767961152,
IS 2011,0.76803704,
PA 2010,0.768352679,
RS 2005,0.768763111,
CY 2003,0.768799836,
RW 1999,0.768863242,
YE 2011,0.769697333,
BS 2004,0.770393849,
TM 2006,0.770441135,
ZW 2017,0.770507804,
LT 2006,0.770641016,
IN 2006,0.770665243,
MD 2016,0.770963434,
IS 2013,0.77098407,
LK 2009,0.771054031,
LC 2007,0.771118436,
AW 2003,0.772263324,
WS 2009,0.772467311,
NI 2000,0.77258757,
CU 2008,0.772605605,
JO 2010,0.772937861,
SC 2009,0.7732886,
CA 2004,0.7733168,
KH 2008,0.773319033,
NI 2001,0.773508235,
ST 2012,0.773744028,
CU 2010,0.77380362,
BJ 2004,0.774031023,
DM 2003,0.774357078,
PS 2008,0.774700247,
GQ 2015,0.775103453,
MH 2007,0.775197694,
EG 2001,0.775426572,
PK 2010,0.775793277,
GM 2000,0.77584209,
ES 2003,0.7761138,
GT 2011,0.776379936,
NP 2010,0.776986645,
ET 2010,0.778124382,
CL 2006,0.778338963,
AG 2010,0.778741692,
DM 2004,0.778761105,
PK 2008,0.7788754,
NA 2016,0.779099035,
EU Institutions 2003,0.77915039,
TH 2008,0.7793062,
AZ 2016,0.779804666,
LT 2009,0.779827131,
MV 2011,0.779838383,
GE 2006,0.780310145,
FM 2010,0.780312324,
MV 2010,0.780360821,
LR 2009,0.780502851,
AR 2001,0.781089885,
CV 1999,0.781377589,
JM 2006,0.781469279,
CM 2005,0.781610071,
IS 2015,0.78194748,
YE 2010,0.782888384,
PR 2007,0.78300491,
KG 2007,0.78340515,
BN 2009,0.783950851,
BA 2005,0.78420267,
RU 2006,0.784888901,
RU 2009,0.784929748,
CV 2003,0.784956562,
KE 2012,0.78513273,
AE 2009,0.785268847,
BA 2004,0.785573421,
HN 2008,0.78582577,
NI 1999,0.786207311,
TG 2003,0.786373492,
KH 2010,0.786476515,
BZ 2001,0.786604986,
LB 2011,0.786736794,
LV 2009,0.786867464,
SK 2006,0.78687061,
LC 2012,0.786897562,
BJ 2005,0.7874726,
VU 2007,0.787567271,
TO 2007,0.787845843,
GT 2012,0.78811461,
CO 2006,0.788319804,
BF 2006,0.788875556,
HK 2008,0.789023563,
RU 2016,0.789070383,
KW 2005,0.789232333,
SN 2004,0.789419542,
AR 1999,0.790003893,
LK 2008,0.790668502,
BZ 2004,0.790791592,
BQ 2003,0.79127899,
NL 2003,0.79127899,
TR 1999,0.791453352,
AS 2005,0.79171326,
AQ 2005,0.79171326,
GU 2005,0.79171326,
MP 2005,0.79171326,
UM 2005,0.79171326,
US 2005,0.79171326,
VI 2005,0.79171326,
NI 2004,0.791856911,
VC 2003,0.792435008,
EC 2008,0.792601978,
TG 2005,0.792608097,
SI 2003,0.79308613,
Total DAC 2003,0.79308613,
DE 2003,0.79311532,
SD 2002,0.793450315,
HK 2006,0.793552425,
NP 2016,0.794173651,
OM 2006,0.794810464,
PS 2009,0.795382957,
BZ 2005,0.795926037,
HK 2003,0.796043298,
ER 2016,0.796471334,
LY 2000,0.796516808,
AI 2000,0.79659668,
BM 2000,0.79659668,
IO 2000,0.79659668,
KY 2000,0.79659668,
FK 2000,0.79659668,
GI 2000,0.79659668,
GG 2000,0.79659668,
IM 2000,0.79659668,
JE 2000,0.79659668,
MS 2000,0.79659668,
PN 2000,0.79659668,
SH 2000,0.79659668,
GS 2000,0.79659668,
TC 2000,0.79659668,
GB 2000,0.79659668,
VG 2000,0.79659668,
SS 2022,0.796939476,
VC 2004,0.797198445,
HN 2009,0.797539725,
SV 2006,0.797641657,
MH 2009,0.797835996,
IR 2006,0.797859807,
DM 2006,0.797910372,
AG 2005,0.798039973,
MU 2004,0.798090104,
LC 2010,0.798663686,
CU 2007,0.798697344,
MO 2010,0.798832476,
KI 2005,0.799114445,
BY 2016,0.799411178,
HK 2005,0.799492315,
AD 2003,0.79964046,
FR 2003,0.79964046,
GF 2003,0.79964046,
PF 2003,0.79964046,
TF 2003,0.79964046,
GP 2003,0.79964046,
MQ 2003,0.79964046,
YT 2003,0.79964046,
MC 2003,0.79964046,
NC 2003,0.79964046,
RE 2003,0.79964046,
BL 2003,0.79964046,
MF 2003,0.79964046,
PM 2003,0.79964046,
WF 2003,0.79964046,
FM 2011,0.799966679,
PW 2011,0.800044094,
TG 2004,0.800661224,
CZ 2006,0.80097586,
GD 2005,0.801093098,
BZ 2002,0.801177742,
KW 2009,0.801286064,
BS 2009,0.801470268,
MO 2012,0.80196183,
PE 2009,0.802028391,
GY 2010,0.802109537,
BI 2010,0.802551442,
HT 2010,0.802850829,
AL 2004,0.802880859,
MU 2006,0.803012761,
CF 2010,0.803133395,
PE 2007,0.803159074,
IS 2004,0.80322103,
BT 2005,0.803416105,
KW 2015,0.803645016,
GD 2007,0.803704783,
AE 2006,0.804543352,
SV 2009,0.80491608,
FM 2013,0.805000028,
BF 2005,0.805093256,
IS 2008,0.80534365,
HR 2004,0.80537847,
CU 2006,0.805549521,
UA 2006,0.805590064,
KZ 2016,0.805613412,
GW 2010,0.805866662,
KM 2004,0.806584985,
TG 2006,0.807034694,
AF 2005,0.807381811,
VC 2005,0.807548941,
SL 2006,0.807625528,
VC 2002,0.80769106,
MY 2006,0.807983095,
KN 2009,0.808272248,
SN 2005,0.808375001,
KZ 2006,0.808735106,
HK 2004,0.809362593,
WS 2007,0.809395801,
BZ 2003,0.809413163,
AW 2005,0.809434051,
LI 2007,0.80984048,
CH 2007,0.80984048,
CL 2008,0.809897128,
RW 2006,0.810297795,
CU 2011,0.810508952,
HK 2007,0.810602006,
CM 2004,0.81074317,
BB 2005,0.810915234,
AR 2008,0.811087868,
GW 2009,0.811184852,
LA 2011,0.811361885,
SG 2009,0.811798713,
KN 2007,0.811903378,
LU 2006,0.8120704,
EG 1999,0.812738674,
BZ 1999,0.812743956,
SV 2007,0.81278758,
QA 2005,0.812885315,
LC 2013,0.813169958,
UZ 2006,0.813185942,
PY 2009,0.813632168,
TD 2016,0.814057259,
AI 2002,0.814258,
BM 2002,0.814258,
IO 2002,0.814258,
KY 2002,0.814258,
FK 2002,0.814258,
GI 2002,0.814258,
GG 2002,0.814258,
IM 2002,0.814258,
JE 2002,0.814258,
MS 2002,0.814258,
PN 2002,0.814258,
SH 2002,0.814258,
GS 2002,0.814258,
TC 2002,0.814258,
GB 2002,0.814258,
VG 2002,0.814258,
AT 2004,0.81479353,
LB 2010,0.814845517,
AM 2009,0.81485833,
FM 2012,0.814961219,
AF 2006,0.814966258,
FJ 2007,0.815002008,
AG 2008,0.81513675,
VU 2009,0.815229108,
EG 2007,0.815312605,
GR 2003,0.81537646,
AS 2006,0.81567218,
AQ 2006,0.81567218,
GU 2006,0.81567218,
MP 2006,0.81567218,
UM 2006,0.81567218,
US 2006,0.81567218,
VI 2006,0.81567218,
KG 2010,0.815916057,
IL 2008,0.816219937,
GD 2010,0.816404663,
LR 2008,0.816408893,
CV 2005,0.816502895,
NA 2005,0.816812351,
BW 2015,0.817346451,
KM 2005,0.817683929,
KW 2017,0.817797304,
GT 2013,0.81798094,
JM 2007,0.818532655,
RS 2006,0.818875849,
ZA 2016,0.819326125,
BD 2014,0.819348067,
RU 2015,0.819460578,
MW 2016,0.819638269,
AR 2000,0.819649609,
NI 2005,0.820126745,
KE 2013,0.820634096,
ME 2015,0.820719182,
CL 2007,0.821093531,
NP 2014,0.821145084,
KG 2009,0.821204221,
LC 2011,0.821890359,
BT 2006,0.822226673,
QA 2016,0.822598977,
SN 2006,0.822626498,
HT 2009,0.822869415,
BB 2009,0.822930799,
DM 2007,0.823199494,
TT 2005,0.823264337,
CN 2010,0.823734539,
NP 2013,0.823767519,
AX 2004,0.82394332,
FI 2004,0.82394332,
KR 2008,0.82408851,
GM 2005,0.824316945,
GD 2008,0.824502439,
JO 2011,0.824515095,
SO 2013,0.824534538,
SG 2008,0.824663507,
GY 2024,0.824804498,
GA 2005,0.82513035,
CI 2007,0.825236446,
HT 2008,0.825262189,
CF 2008,0.825457091,
AZ 2005,0.825459642,
GM 2014,0.825485691,
BS 2008,0.8255112,
HK 2010,0.825863204,
GM 2004,0.825930612,
BH 2006,0.826017402,
WS 2008,0.826373769,
CM 2006,0.826413423,
BA 2006,0.826516599,
SL 2002,0.826622218,
AL 2015,0.826677984,
MG 2009,0.827003901,
LY 2005,0.827235129,
SA 2016,0.827501363,
AM 2006,0.82805281,
LB 2009,0.828095465,
MA 2003,0.828401979,
EH 2003,0.828401979,
PR 2008,0.828632804,
GD 2011,0.828734281,
BJ 2006,0.828806524,
KN 2010,0.82892802,
EE 2015,0.828995754,
BS 2006,0.829269352,
NP 2015,0.82927473,
PH 2007,0.829350735,
BS 2005,0.829507839,
AW 2009,0.83021319,
TN 2020,0.830262983,
GW 2012,0.830478324,
BN 2016,0.830486499,
ID 2009,0.830990367,
BS 2011,0.83101888,
MG 2007,0.831102727,
AW 2006,0.831582764,
LV 2010,0.831705054,
MV 2013,0.832157851,
AX 2005,0.83233152,
FI 2005,0.83233152,
IE 2003,0.83237631,
MO 2011,0.832419671,
ID 2008,0.833042026,
GH 2010,0.83316457,
BY 2005,0.833475056,
TN 2021,0.833589262,
PW 2012,0.833863254,
CK 2008,0.83391408,
NZ 2008,0.83391408,
NU 2008,0.83391408,
TK 2008,0.83391408,
HK 2002,0.834125446,
GY 2023,0.834398542,
AG 2011,0.834445637,
NA 2004,0.834495488,
EC 2010,0.834526382,
AW 2004,0.83485692,
CD 2017,0.835026082,
CD 2016,0.835169699,
NE 2007,0.835342235,
AT 2005,0.83557751,
VN 2011,0.835720512,
AI 1999,0.83581715,
BM 1999,0.83581715,
IO 1999,0.83581715,
KY 1999,0.83581715,
FK 1999,0.83581715,
GI 1999,0.83581715,
GG 1999,0.83581715,
IM 1999,0.83581715,
JE 1999,0.83581715,
MS 1999,0.83581715,
PN 1999,0.83581715,
SH 1999,0.83581715,
GS 1999,0.83581715,
TC 1999,0.83581715,
GB 1999,0.83581715,
VG 1999,0.83581715,
CU 2012,0.835852662,
BH 2009,0.83589279,
TJ 2006,0.835983028,
IS 2014,0.83688607,
DO 2006,0.837238697,
IQ 2009,0.837248614,
EE 2007,0.837573664,
AS 2007,0.83758354,
AQ 2007,0.83758354,
GU 2007,0.83758354,
MP 2007,0.83758354,
UM 2007,0.83758354,
US 2007,0.83758354,
VI 2007,0.83758354,
LR 2010,0.837639447,
BE 2004,0.8383153,
DM 2009,0.83865609,
CZ 2015,0.8388844,
CF 2009,0.838932201,
SE 2003,0.83916264,
DM 2012,0.839489211,
SO 2014,0.839602052,
MH 2011,0.839923818,
BI 2011,0.839952494,
SG 2007,0.8402304,
MH 2010,0.840332265,
BS 2013,0.840388131,
RS 2015,0.840635267,
HK 2011,0.840758041,
EE 2010,0.84082178,
CR 2010,0.840840206,
CW 2004,0.84091547,
DK 2004,0.84091547,
FO 2004,0.84091547,
GL 2004,0.84091547,
SX 2004,0.84091547,
FM 2014,0.841172989,
ZM 2016,0.841389186,
NA 2008,0.841463368,
NI 2006,0.841481724,
DM 2008,0.841643914,
PH 2009,0.841747256,
NG 2005,0.842217623,
SZ 2016,0.842383592,
AL 2016,0.842429363,
BI 2012,0.842597846,
UG 2007,0.842652568,
KR 2010,0.84278496,
MX 2003,0.842865931,
EG 2000,0.843462674,
SV 2008,0.843680442,
HR 2005,0.843706808,
BO 2011,0.843961093,
BB 2006,0.844139752,
NP 2012,0.844357168,
CD 2011,0.844481817,
IL 2012,0.844500721,
IN 2008,0.844643904,
BS 2007,0.844799193,
GD 2012,0.844862757,
SI 2005,0.84495148,
LT 2015,0.845105755,
TO 2009,0.845259787,
GH 2008,0.845353363,
EE 2008,0.845405744,
HU 2004,0.84571573,
BS 2010,0.845927144,
GQ 2005,0.845969835,
PT 2004,0.84622712,
ST 2015,0.846468091,
LY 2009,0.84672522,
SR 2016,0.846734248,
RS 2016,0.84684449,
KH 2011,0.847009152,
HT 2016,0.847039271,
EE 2016,0.847443158,
BI 2013,0.847632498,
HK 2012,0.847699778,
TL 2022,0.84777242,
BZ 2006,0.847817886,
ET 2008,0.848125043,
BZ 2000,0.848446505,
ME 2012,0.848672013,
AX 2006,0.8487512,
FI 2006,0.8487512,
BW 2008,0.848830006,
AG 2006,0.848859102,
KM 2006,0.848925549,
MO 2014,0.849165224,
IQ 2017,0.850012872,
KR 2005,0.85003353,
IL 2010,0.85022115,
MK 2015,0.85038229,
FJ 2008,0.850512727,
AE 2007,0.850544675,
LV 2016,0.851373378,
BZ 2009,0.851872716,
BV 2005,0.85187491,
NO 2005,0.85187491,
SJ 2005,0.85187491,
MN 2008,0.852076194,
LS 2016,0.85235283,
CK 2007,0.85255704,
NZ 2007,0.85255704,
NU 2007,0.85255704,
TK 2007,0.85255704,
AL 2005,0.852820867,
OM 2007,0.852983129,
GA 2016,0.853000134,
AO 2009,0.853098985,
NA 2015,0.853212651,
AG 2007,0.853497142,
FM 2015,0.853525848,
MY 2009,0.853729318,
AS 2008,0.85387568,
AQ 2008,0.85387568,
GU 2008,0.85387568,
MP 2008,0.85387568,
UM 2008,0.85387568,
US 2008,0.85387568,
VI 2008,0.85387568,
VC 2009,0.854155054,
HK 2001,0.854202505,
KE 2015,0.854641301,
MX 2000,0.854722313,
CZ 2016,0.85478195,
AG 2013,0.855052902,
AO 2019,0.85526372,
PA 2011,0.855411674,
TM 2007,0.855549019,
CV 2004,0.855644572,
SC 2012,0.855830878,
CU 2013,0.855841736,
PG 2009,0.855982274,
BE 2005,0.85609231,
CA 2005,0.85631496,
FM 2016,0.85648344,
MD 2010,0.856487096,
ME 2016,0.856719155,
TT 2016,0.856800142,
DM 2010,0.856824196,
PG 2008,0.857205439,
NA 2009,0.85736101,
GH 2015,0.857569043,
RO 2009,0.857630963,
SO 2015,0.857677352,
GW 2015,0.858397673,
TD 2017,0.858462704,
LY 2006,0.858617941,
LV 2015,0.858714913,
GM 1999,0.859033987,
BN 2006,0.859089423,
BZ 2007,0.859352383,
GE 2009,0.859765687,
AT 2006,0.8599515,
GT 2014,0.860166973,
AS 2009,0.86038513,
AQ 2009,0.86038513,
